symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AAPL,2016-05-23 00:00:00+00:00,96.43,97.19,95.67,95.87,38018643,22.6285741545,22.8069182005,22.4502301085,22.4971627521,152074572,0.0,1.0
AAPL,2016-05-24 00:00:00+00:00,97.9,98.09,96.84,97.22,35140174,22.9735290856,23.0181150971,22.724786074,22.813958097,140560696,0.0,1.0
AAPL,2016-05-25 00:00:00+00:00,99.62,99.74,98.11,98.67,38642108,23.3771498213,23.4053094075,23.0228083615,23.1542197638,154568432,0.0,1.0
AAPL,2016-05-26 00:00:00+00:00,100.41,100.73,98.64,99.68,56331159,23.5625337639,23.6376259938,23.1471798672,23.3912296144,225324636,0.0,1.0
AAPL,2016-05-27 00:00:00+00:00,100.35,100.47,99.245,99.44,36341240,23.5484539708,23.576613557,23.2891511144,23.334910442,145364960,0.0,1.0
AAPL,2016-05-31 00:00:00+00:00,99.86,100.4,98.82,99.6,42307212,23.4334689937,23.5601871317,23.1894192465,23.3724565569,169228848,0.0,1.0
AAPL,2016-06-01 00:00:00+00:00,98.46,99.54,98.33,99.02,29173285,23.1049404879,23.3583767638,23.0744342695,23.2363518902,116693140,0.0,1.0
AAPL,2016-06-02 00:00:00+00:00,97.72,97.84,96.63,97.6,40191600,22.9312897063,22.9594492925,22.6755067982,22.90313012,160766400,0.0,1.0
AAPL,2016-06-03 00:00:00+00:00,97.92,98.27,97.45,97.79,28504888,22.9782223499,23.0603544764,22.8679306373,22.9477161316,114019552,0.0,1.0
AAPL,2016-06-06 00:00:00+00:00,98.63,101.89,97.55,97.99,23292504,23.144833235,23.9098353272,22.8913969591,22.9946487752,93170016,0.0,1.0
AAPL,2016-06-07 00:00:00+00:00,99.03,99.87,98.96,99.25,22409450,23.2386985224,23.4358156259,23.2222720971,23.2903244305,89637800,0.0,1.0
AAPL,2016-06-08 00:00:00+00:00,98.94,99.56,98.68,99.02,20848131,23.2175788328,23.3630700282,23.156566396,23.2363518902,83392524,0.0,1.0
AAPL,2016-06-09 00:00:00+00:00,99.65,99.99,98.46,98.5,26601354,23.3841897179,23.4639752121,23.1049404879,23.1143270166,106405416,0.0,1.0
AAPL,2016-06-10 00:00:00+00:00,98.83,99.3457,98.48,98.53,31712936,23.1917658787,23.3127817005,23.1096337523,23.1213669132,126851744,0.0,1.0
AAPL,2016-06-13 00:00:00+00:00,97.34,99.12,97.1,98.69,38020494,22.8421176833,23.2598182121,22.7857985108,23.1589130281,152081976,0.0,1.0
AAPL,2016-06-14 00:00:00+00:00,97.46,98.475,96.75,97.32,31931944,22.8702772695,23.1084604362,22.7036663844,22.8374244189,127727776,0.0,1.0
AAPL,2016-06-15 00:00:00+00:00,97.14,98.41,97.03,97.82,29445227,22.7951850396,23.093207327,22.7693720855,22.9547560281,117780908,0.0,1.0
AAPL,2016-06-16 00:00:00+00:00,97.55,97.75,96.07,96.45,31326815,22.8913969591,22.9383296028,22.5440953958,22.6332674188,125307260,0.0,1.0
AAPL,2016-06-17 00:00:00+00:00,95.33,96.65,95.3,96.62,61008219,22.3704446142,22.6802000625,22.3634047176,22.673160166,244032876,0.0,1.0
AAPL,2016-06-20 00:00:00+00:00,95.1,96.57,95.03,96.0,34411901,22.3164720739,22.6614270051,22.3000456486,22.5276689705,137647604,0.0,1.0
AAPL,2016-06-21 00:00:00+00:00,95.91,96.35,94.676,94.94,35546358,22.5065492809,22.609801097,22.2169748693,22.278925959,142185432,0.0,1.0
AAPL,2016-06-22 00:00:00+00:00,95.55,96.89,95.35,96.25,29219122,22.4220705222,22.736519235,22.3751378785,22.5863347751,116876488,0.0,1.0
AAPL,2016-06-23 00:00:00+00:00,96.1,96.29,95.25,95.94,32240187,22.5511352924,22.5957213039,22.3516715567,22.5135891774,128960748,0.0,1.0
AAPL,2016-06-24 00:00:00+00:00,93.4,94.655,92.65,92.91,75311356,21.9175446026,22.2120469417,21.7415471888,21.8025596255,301245424,0.0,1.0
AAPL,2016-06-27 00:00:00+00:00,92.04,93.05,91.5,93.0,46622188,21.5984026255,21.8354124761,21.4716844875,21.8236793152,186488752,0.0,1.0
AAPL,2016-06-28 00:00:00+00:00,93.59,93.66,92.14,92.9,40444914,21.9621306141,21.9785570394,21.6218689473,21.8002129934,161779656,0.0,1.0
AAPL,2016-06-29 00:00:00+00:00,94.4,94.55,93.63,93.97,36531006,22.152207821,22.1874073038,21.9715171428,22.0513026371,146124024,0.0,1.0
AAPL,2016-06-30 00:00:00+00:00,95.6,95.77,94.3,94.44,35836356,22.4338036832,22.4736964303,22.1287414992,22.1615943498,143345424,0.0,1.0
AAPL,2016-07-01 00:00:00+00:00,95.89,96.465,95.33,95.49,26026540,22.5018560165,22.6367873671,22.3704446142,22.4079907291,104106160,0.0,1.0
AAPL,2016-07-05 00:00:00+00:00,94.99,95.4,94.46,95.39,27705210,22.2906591199,22.3868710395,22.1662876141,22.3845244073,110820840,0.0,1.0
AAPL,2016-07-06 00:00:00+00:00,95.53,95.66,94.37,94.6,30949090,22.4173772579,22.4478834763,22.1451679245,22.1991404647,123796360,0.0,1.0
AAPL,2016-07-07 00:00:00+00:00,95.94,96.5,95.62,95.7,25139558,22.5135891774,22.6450005798,22.4384969475,22.457270005,100558232,0.0,1.0
AAPL,2016-07-08 00:00:00+00:00,96.68,96.89,96.05,96.49,28912103,22.6872399591,22.736519235,22.5394021315,22.6426539476,115648412,0.0,1.0
AAPL,2016-07-11 00:00:00+00:00,96.98,97.65,96.73,96.75,23794945,22.7576389246,22.914863281,22.69897312,22.7036663844,95179780,0.0,1.0
AAPL,2016-07-12 00:00:00+00:00,97.42,97.7,97.12,97.17,24167463,22.8608907407,22.9265964419,22.7904917752,22.8022249361,96669852,0.0,1.0
AAPL,2016-07-13 00:00:00+00:00,96.87,97.67,96.84,97.41,25892171,22.7318259706,22.9195565453,22.724786074,22.8585441085,103568684,0.0,1.0
AAPL,2016-07-14 00:00:00+00:00,98.79,98.99,97.32,97.39,38918997,23.18237935,23.2293119937,22.8374244189,22.8538508442,155675988,0.0,1.0
AAPL,2016-07-15 00:00:00+00:00,98.78,99.3,98.5,98.92,30136990,23.1800327178,23.3020575914,23.1143270166,23.2128855684,120547960,0.0,1.0
AAPL,2016-07-18 00:00:00+00:00,99.83,100.13,98.6,98.7,36493867,23.4264290972,23.4968280627,23.1377933385,23.1612596603,145975468,0.0,1.0
AAPL,2016-07-19 00:00:00+00:00,99.87,100.0,99.34,99.56,23779924,23.4358156259,23.4663218443,23.3114441201,23.3630700282,95119696,0.0,1.0
AAPL,2016-07-20 00:00:00+00:00,99.96,100.46,99.735,100.0,26275968,23.4569353156,23.5742669248,23.4041360914,23.4663218443,105103872,0.0,1.0
AAPL,2016-07-21 00:00:00+00:00,99.43,101.0,99.13,99.83,32702028,23.3325638098,23.7009850628,23.2621648443,23.4264290972,130808112,0.0,1.0
AAPL,2016-07-22 00:00:00+00:00,98.66,99.3,98.31,99.26,28313669,23.1518731316,23.3020575914,23.0697410051,23.2926710627,113254676,0.0,1.0
AAPL,2016-07-25 00:00:00+00:00,97.34,98.84,96.92,98.25,40382921,22.8421176833,23.1941125109,22.7435591315,23.055661212,161531684,0.0,1.0
AAPL,2016-07-26 00:00:00+00:00,96.67,97.97,96.42,96.82,56239822,22.6848933269,22.9899555109,22.6262275223,22.7200928097,224959288,0.0,1.0
AAPL,2016-07-27 00:00:00+00:00,102.95,104.35,102.75,104.265,92344820,24.1585783387,24.4871068445,24.111645695,24.467160471,369379280,0.0,1.0
AAPL,2016-07-28 00:00:00+00:00,104.34,104.45,102.82,102.83,39869839,24.4847602124,24.5105731664,24.1280721203,24.1304187525,159479356,0.0,1.0
AAPL,2016-07-29 00:00:00+00:00,104.21,104.55,103.68,104.19,27733688,24.454253994,24.5340394882,24.3298824882,24.4495607296,110934752,0.0,1.0
AAPL,2016-08-01 00:00:00+00:00,106.05,106.15,104.41,104.41,38167871,24.8860343159,24.9095006377,24.5011866376,24.5011866376,152671484,0.0,1.0
AAPL,2016-08-02 00:00:00+00:00,104.48,106.07,104.0,106.05,33816556,24.5176130629,24.8907275803,24.4049747181,24.8860343159,135266224,0.0,1.0
AAPL,2016-08-03 00:00:00+00:00,105.79,105.84,104.77,104.81,30202641,24.8250218791,24.83675504,24.5856653963,24.595051925,120810564,0.0,1.0
AAPL,2016-08-04 00:00:00+00:00,105.87,106.0,105.28,105.58,27408650,24.9775529711,25.0082234338,24.8383562557,24.9091342466,109634600,0.57,1.0
AAPL,2016-08-05 00:00:00+00:00,107.48,107.65,106.18,106.27,40553402,25.3573948553,25.3975023835,25.0506902283,25.0719236256,162213608,0.0,1.0
AAPL,2016-08-08 00:00:00+00:00,108.37,108.37,107.16,107.52,28037220,25.5673695615,25.5673695615,25.2818983317,25.3668319208,112148880,0.0,1.0
AAPL,2016-08-09 00:00:00+00:00,108.81,108.94,108.01,108.23,26315204,25.6711772814,25.7018477441,25.4824359725,25.5343398324,105260816,0.0,1.0
AAPL,2016-08-10 00:00:00+00:00,108.0,108.9,107.76,108.71,24008505,25.4800767061,25.6924106787,25.4234543134,25.6475846178,96034020,0.0,1.0
AAPL,2016-08-11 00:00:00+00:00,107.93,108.93,107.85,108.52,27484506,25.4635618416,25.6994884778,25.4446877107,25.6027585569,109938024,0.0,1.0
AAPL,2016-08-12 00:00:00+00:00,108.18,108.44,107.78,107.78,18660434,25.5225435006,25.583884426,25.4281728462,25.4281728462,74641736,0.0,1.0
AAPL,2016-08-15 00:00:00+00:00,109.48,109.54,108.08,108.14,25868209,25.8292481276,25.8434037258,25.498950837,25.5131064352,103472836,0.0,1.0
AAPL,2016-08-16 00:00:00+00:00,109.38,110.23,109.21,109.63,33794448,25.805655464,26.0061931048,25.7655479359,25.8646371231,135177792,0.0,1.0
AAPL,2016-08-17 00:00:00+00:00,109.22,109.37,108.34,109.1,25355976,25.7679072022,25.8032961977,25.5602917624,25.7395960059,101423904,0.0,1.0
AAPL,2016-08-18 00:00:00+00:00,109.08,109.6,109.02,109.23,21984703,25.7348774732,25.857559324,25.720721875,25.7702664686,87938812,0.0,1.0
AAPL,2016-08-19 00:00:00+00:00,109.36,109.69,108.36,108.77,25368072,25.8009369313,25.8787927212,25.5650102951,25.661740216,101472288,0.0,1.0
AAPL,2016-08-22 00:00:00+00:00,108.51,109.1,107.85,108.86,25820230,25.6003992906,25.7395960059,25.4446877107,25.6829736132,103280920,0.0,1.0
AAPL,2016-08-23 00:00:00+00:00,108.85,109.32,108.53,108.59,21257669,25.6806143469,25.7914998659,25.6051178233,25.6192734215,85030676,0.0,1.0
AAPL,2016-08-24 00:00:00+00:00,108.03,108.75,107.68,108.565,23675081,25.4871545052,25.6570216832,25.4045801825,25.6133752556,94700324,0.0,1.0
AAPL,2016-08-25 00:00:00+00:00,107.57,107.88,106.68,107.39,25086248,25.3786282526,25.4517655098,25.1686535464,25.3361614581,100344992,0.0,1.0
AAPL,2016-08-26 00:00:00+00:00,106.94,107.95,106.31,107.41,27766291,25.2299944718,25.4682803743,25.081360691,25.3408799908,111065164,0.0,1.0
AAPL,2016-08-29 00:00:00+00:00,106.82,107.44,106.29,106.62,24970300,25.2016832754,25.3479577899,25.0766421583,25.1544979482,99881200,0.0,1.0
AAPL,2016-08-30 00:00:00+00:00,106.0,106.5,105.5,105.8,24863945,25.0082234338,25.1261867519,24.8902601157,24.9610381066,99455780,0.0,1.0
AAPL,2016-08-31 00:00:00+00:00,106.1,106.5699,105.64,105.66,29662406,25.0318160974,25.1426780237,24.9232898448,24.9280083775,118649624,0.0,1.0
AAPL,2016-09-01 00:00:00+00:00,106.73,106.8,105.62,106.14,26701523,25.1804498782,25.1969647427,24.918571312,25.0412531628,106806092,0.0,1.0
AAPL,2016-09-02 00:00:00+00:00,107.73,108.0,106.82,107.7,26802450,25.4163765144,25.4800767061,25.2016832754,25.4092987153,107209800,0.0,1.0
AAPL,2016-09-06 00:00:00+00:00,107.7,108.3,107.51,107.9,26880391,25.4092987153,25.550854697,25.3644726544,25.4564840425,107521564,0.0,1.0
AAPL,2016-09-07 00:00:00+00:00,108.36,108.76,107.07,107.83,42364328,25.5650102951,25.6593809496,25.2606649345,25.439969178,169457312,0.0,1.0
AAPL,2016-09-08 00:00:00+00:00,105.52,107.27,105.24,107.25,53002026,24.8949786484,25.3078502617,24.8289191903,25.303131729,212008104,0.0,1.0
AAPL,2016-09-09 00:00:00+00:00,103.13,105.72,103.13,104.64,46556984,24.331113988,24.9421639757,24.331113988,24.6873632086,186227936,0.0,1.0
AAPL,2016-09-12 00:00:00+00:00,105.44,105.72,102.53,102.65,45292770,24.8761045175,24.9421639757,24.1895580063,24.2178692026,181171080,0.0,1.0
AAPL,2016-09-13 00:00:00+00:00,107.95,108.79,107.24,107.51,62176190,25.4682803743,25.6664587487,25.3007724626,25.3644726544,248704760,0.0,1.0
AAPL,2016-09-14 00:00:00+00:00,111.77,113.03,108.6,108.73,112340318,26.3695201245,26.666787686,25.6216326878,25.6523031505,449361272,0.0,1.0
AAPL,2016-09-15 00:00:00+00:00,115.57,115.73,113.49,113.86,90613177,27.2660413419,27.3037896037,26.7753139387,26.8626067941,362452708,0.0,1.0
AAPL,2016-09-16 00:00:00+00:00,114.92,116.13,114.04,115.12,79886911,27.1126890284,27.3981602582,26.9050735886,27.1598743556,319547644,0.0,1.0
AAPL,2016-09-19 00:00:00+00:00,113.58,116.18,113.25,115.19,47023046,26.7965473359,27.40995659,26.718691546,27.1763892202,188092184,0.0,1.0
AAPL,2016-09-20 00:00:00+00:00,113.57,114.12,112.51,113.05,34514269,26.7941880696,26.9239477195,26.5441058352,26.6715062188,138057076,0.0,1.0
AAPL,2016-09-21 00:00:00+00:00,113.55,113.989,112.441,113.85,36003185,26.7894695369,26.8930413301,26.5278268973,26.8602475277,144012740,0.0,1.0
AAPL,2016-09-22 00:00:00+00:00,114.62,114.94,114.0,114.35,31073984,27.0419110376,27.1174075611,26.8956365231,26.9782108458,124295936,0.0,1.0
AAPL,2016-09-23 00:00:00+00:00,112.71,114.79,111.55,114.42,52481151,26.5912911625,27.0820185657,26.3176162645,26.9947257103,209924604,0.0,1.0
AAPL,2016-09-26 00:00:00+00:00,112.88,113.39,111.55,111.64,29869442,26.6313986906,26.7517212751,26.3176162645,26.3388496618,119477768,0.0,1.0
AAPL,2016-09-27 00:00:00+00:00,113.09,113.18,112.34,113.0,24607412,26.6809432842,26.7021766815,26.5039983071,26.659709887,98429648,0.0,1.0
AAPL,2016-09-28 00:00:00+00:00,113.95,114.64,113.43,113.69,29641085,26.8838401913,27.0466295703,26.7611583405,26.8224992659,118564340,0.0,1.0
AAPL,2016-09-29 00:00:00+00:00,112.18,113.8,111.8,113.16,35886990,26.4662500453,26.8484511959,26.3765979236,26.6974581487,143547960,0.0,1.0
AAPL,2016-09-30 00:00:00+00:00,113.05,113.37,111.8,112.46,36379106,26.6715062188,26.7470027423,26.3765979236,26.5323095034,145516424,0.0,1.0
AAPL,2016-10-03 00:00:00+00:00,112.52,113.05,112.28,112.71,21701760,26.5464651016,26.6715062188,26.4898427089,26.5912911625,86807040,0.0,1.0
AAPL,2016-10-04 00:00:00+00:00,113.0,114.31,112.63,113.06,29736835,26.659709887,26.9687737803,26.5724170316,26.6738654851,118947340,0.0,1.0
AAPL,2016-10-05 00:00:00+00:00,113.05,113.66,112.69,113.4,21453089,26.6715062188,26.8154214668,26.5865726297,26.7540805414,85812356,0.0,1.0
AAPL,2016-10-06 00:00:00+00:00,113.89,114.34,113.13,113.7,28779313,26.8696845931,26.9758515794,26.6903803497,26.8248585323,115117252,0.0,1.0
AAPL,2016-10-07 00:00:00+00:00,114.06,114.56,113.51,114.31,24358443,26.9097921213,27.0277554394,26.7800324714,26.9687737803,97433772,0.0,1.0
AAPL,2016-10-10 00:00:00+00:00,116.05,116.75,114.72,115.02,36235956,27.3792861273,27.5444347726,27.0655037012,27.136281692,144943824,0.0,1.0
AAPL,2016-10-11 00:00:00+00:00,116.3,118.69,116.2,117.7,64041043,27.4382677863,28.0021324468,27.4146751227,27.7685650769,256164172,0.0,1.0
AAPL,2016-10-12 00:00:00+00:00,117.34,117.98,116.75,117.35,37586787,27.6836314879,27.8346245351,27.5444347726,27.6859907543,150347148,0.0,1.0
AAPL,2016-10-13 00:00:00+00:00,116.98,117.44,115.72,116.79,35192406,27.5986978989,27.7072241515,27.3014303373,27.553871838,140769624,0.0,1.0
AAPL,2016-10-14 00:00:00+00:00,117.63,118.17,117.13,117.88,35652191,27.7520502124,27.8794505959,27.6340868943,27.8110318715,142608764,0.0,1.0
AAPL,2016-10-17 00:00:00+00:00,117.55,117.84,116.78,117.33,23624896,27.7331760815,27.801594806,27.5515125717,27.6812722216,94499584,0.0,1.0
AAPL,2016-10-18 00:00:00+00:00,117.47,118.21,117.45,118.18,24553478,27.7143019506,27.8888876614,27.7095834179,27.8818098623,98213912,0.0,1.0
AAPL,2016-10-19 00:00:00+00:00,117.12,117.76,113.8,117.25,20034594,27.631727628,27.7827206751,26.8484511959,27.6623980907,80138376,0.0,1.0
AAPL,2016-10-20 00:00:00+00:00,117.06,117.38,116.33,116.86,24125801,27.6175720298,27.6930685534,27.4453455854,27.5703867026,96503204,0.0,1.0
AAPL,2016-10-21 00:00:00+00:00,116.6,116.91,116.28,116.81,23192665,27.5090457772,27.5821830344,27.4335492536,27.5585903708,92770660,0.0,1.0
AAPL,2016-10-24 00:00:00+00:00,117.65,117.74,117.0,117.1,23538673,27.7567687451,27.7780021424,27.6034164316,27.6270090952,94154692,0.0,1.0
AAPL,2016-10-25 00:00:00+00:00,118.25,118.36,117.31,117.95,48128970,27.8983247268,27.9242766568,27.6765536888,27.827546736,192515880,0.0,1.0
AAPL,2016-10-26 00:00:00+00:00,115.59,115.7,113.31,114.31,66134219,27.2707598746,27.2967118046,26.7328471442,26.9687737803,264536876,0.0,1.0
AAPL,2016-10-27 00:00:00+00:00,114.48,115.86,114.1,115.39,34562045,27.0088813085,27.3344600664,26.9192291867,27.2235745474,138248180,0.0,1.0
AAPL,2016-10-28 00:00:00+00:00,113.72,115.21,113.45,113.87,37861662,26.829577065,27.1811077529,26.7658768732,26.8649660604,151446648,0.0,1.0
AAPL,2016-10-31 00:00:00+00:00,113.54,114.23,113.2,113.65,26419398,26.7871102705,26.9498996494,26.7068952142,26.8130622005,105677592,0.0,1.0
AAPL,2016-11-01 00:00:00+00:00,111.49,113.77,110.53,113.46,43825812,26.3034606663,26.8413733968,26.0769710956,26.7682361396,175303248,0.0,1.0
AAPL,2016-11-02 00:00:00+00:00,111.59,112.35,111.23,111.4,28331709,26.32705333,26.5063575735,26.2421197409,26.2822272691,113326836,0.0,1.0
AAPL,2016-11-03 00:00:00+00:00,109.83,111.46,109.55,110.98,26932602,26.0463006329,26.4328568565,25.9798983369,26.3190243489,107730408,0.57,1.0
AAPL,2016-11-04 00:00:00+00:00,108.84,110.25,108.11,108.53,30836997,25.8115210861,26.145904077,25.6384008142,25.7380042583,123347988,0.0,1.0
AAPL,2016-11-07 00:00:00+00:00,110.41,110.51,109.46,110.08,32560000,26.1838482462,26.2075633519,25.9585547417,26.1055883973,130240000,0.0,1.0
AAPL,2016-11-08 00:00:00+00:00,111.06,111.72,109.7,110.31,24254179,26.3379964335,26.4945161314,26.0154709955,26.1601331405,97016716,0.0,1.0
AAPL,2016-11-09 00:00:00+00:00,110.88,111.32,108.05,109.88,59176361,26.2953092432,26.3996557084,25.6241717508,26.0581581858,236705444,0.0,1.0
AAPL,2016-11-10 00:00:00+00:00,107.79,111.09,105.83,111.09,57134541,25.5625124759,26.3451109652,25.0976964034,26.3451109652,228538164,0.0,1.0
AAPL,2016-11-11 00:00:00+00:00,108.43,108.87,106.55,106.92,34143898,25.7142891526,25.8186356178,25.2684451647,25.3561910559,136575592,0.0,1.0
AAPL,2016-11-14 00:00:00+00:00,105.71,107.809,104.08,107.32,51175504,25.0692382765,25.5670183459,24.6826820529,25.4510514789,204702016,0.0,1.0
AAPL,2016-11-15 00:00:00+00:00,107.11,107.68,106.1593,106.57,32264510,25.4012497568,25.5364258595,25.1757902466,25.2731881858,129058040,0.0,1.0
AAPL,2016-11-16 00:00:00+00:00,109.99,110.23,106.6,106.7,58840522,26.0842448021,26.1411610559,25.2803027176,25.3040178233,235362088,0.0,1.0
AAPL,2016-11-17 00:00:00+00:00,109.95,110.35,108.83,109.81,27632003,26.0747587598,26.1696191828,25.8091495755,26.0415576118,110528012,0.0,1.0
AAPL,2016-11-18 00:00:00+00:00,110.06,110.54,109.66,109.72,28428917,26.1008453761,26.2146778837,26.0059849532,26.0202140166,113715668,0.0,1.0
AAPL,2016-11-21 00:00:00+00:00,111.73,111.99,110.01,110.12,29264571,26.496887642,26.5585469169,26.0889878233,26.1150744396,117058284,0.0,1.0
AAPL,2016-11-22 00:00:00+00:00,111.8,112.42,111.4,111.95,25965534,26.513488216,26.6605218716,26.418627793,26.5490608746,103862136,0.0,1.0
AAPL,2016-11-23 00:00:00+00:00,111.23,111.51,110.33,111.36,27426394,26.3783121133,26.4447144093,26.1648761616,26.4091417507,109705576,0.0,1.0
AAPL,2016-11-25 00:00:00+00:00,111.79,111.87,110.95,111.13,11475922,26.5111167054,26.53008879,26.3119098172,26.3545970075,45903688,0.0,1.0
AAPL,2016-11-28 00:00:00+00:00,111.57,112.465,111.39,111.43,27193983,26.4589434728,26.6711936691,26.4162562824,26.4257423247,108775932,0.0,1.0
AAPL,2016-11-29 00:00:00+00:00,111.46,112.03,110.07,110.78,28528750,26.4328568565,26.5680329592,26.1032168867,26.2715941374,114115000,0.0,1.0
AAPL,2016-11-30 00:00:00+00:00,110.52,112.2,110.27,111.56,36162258,26.2099348625,26.6083486389,26.1506470982,26.4565719622,144649032,0.0,1.0
AAPL,2016-12-01 00:00:00+00:00,109.49,110.94,109.03,110.365,37086862,25.9656692734,26.3095383066,25.856579787,26.1731764486,148347448,0.0,1.0
AAPL,2016-12-02 00:00:00+00:00,109.9,110.09,108.85,109.17,26527997,26.0629012069,26.1079599078,25.8138925967,25.889780935,106111988,0.0,1.0
AAPL,2016-12-05 00:00:00+00:00,109.11,110.03,108.25,110.0,34324540,25.8755518716,26.0937308444,25.6716019623,26.0866163127,137298160,0.0,1.0
AAPL,2016-12-06 00:00:00+00:00,109.95,110.36,109.19,109.5,26195462,26.0747587598,26.1719906933,25.8945239562,25.968040784,104781848,0.0,1.0
AAPL,2016-12-07 00:00:00+00:00,111.03,111.19,109.16,109.26,29998719,26.3308819018,26.368826071,25.8874094245,25.9111245302,119994876,0.0,1.0
AAPL,2016-12-08 00:00:00+00:00,112.12,112.43,110.6,110.86,27068316,26.5893765543,26.6628933821,26.2289069471,26.290566222,108273264,0.0,1.0
AAPL,2016-12-09 00:00:00+00:00,113.95,114.7,112.31,112.31,34402627,27.0233629894,27.2012262824,26.6344352552,26.6344352552,137610508,0.0,1.0
AAPL,2016-12-12 00:00:00+00:00,113.3,115.0,112.49,113.29,26374377,26.8692148021,27.2723715996,26.6771224456,26.8668432915,105497508,0.0,1.0
AAPL,2016-12-13 00:00:00+00:00,115.19,115.92,113.75,113.84,43733811,27.3174303005,27.4905505724,26.9759327779,26.997276373,174935244,0.0,1.0
AAPL,2016-12-14 00:00:00+00:00,115.19,116.2,114.98,115.04,34031834,27.3174303005,27.5569528685,27.2676285785,27.2818576419,136127336,0.0,1.0
AAPL,2016-12-15 00:00:00+00:00,115.82,116.73,115.23,115.38,46524544,27.4668354667,27.6826429289,27.3269163428,27.3624890014,186098176,0.0,1.0
AAPL,2016-12-16 00:00:00+00:00,115.97,116.5,115.645,116.47,44351134,27.5024081253,27.6280981857,27.4253340316,27.620983654,177404536,0.0,1.0
AAPL,2016-12-19 00:00:00+00:00,116.64,117.38,115.75,115.8,27779423,27.6612993337,27.8367911162,27.4502348927,27.4620924455,111117692,0.0,1.0
AAPL,2016-12-20 00:00:00+00:00,116.95,117.5,116.68,116.74,21424965,27.7348161615,27.8652492431,27.670785376,27.6850144395,85699860,0.0,1.0
AAPL,2016-12-21 00:00:00+00:00,117.06,117.4,116.78,116.8,23783165,27.7609027778,27.8415341374,27.6945004818,27.6992435029,95132660,0.0,1.0
AAPL,2016-12-22 00:00:00+00:00,116.29,116.51,115.64,116.35,26085854,27.5782964637,27.6304696963,27.4241482763,27.5925255271,104343416,0.0,1.0
AAPL,2016-12-23 00:00:00+00:00,116.52,116.52,115.59,115.59,14249484,27.6328412068,27.6328412068,27.4122907235,27.4122907235,56997936,0.0,1.0
AAPL,2016-12-27 00:00:00+00:00,117.26,117.8,116.49,116.52,18296855,27.8083329893,27.9363945603,27.6257266751,27.6328412068,73187420,0.0,1.0
AAPL,2016-12-28 00:00:00+00:00,116.76,118.0166,116.2,117.52,20905892,27.6897574606,27.9877614793,27.5569528685,27.8699922642,83623568,0.0,1.0
AAPL,2016-12-29 00:00:00+00:00,116.73,117.1095,116.4,116.45,15039519,27.6826429289,27.7726417552,27.60438308,27.6162406328,60158076,0.0,1.0
AAPL,2016-12-30 00:00:00+00:00,115.82,117.2,115.43,116.65,30586265,27.4668354667,27.7941039259,27.3743465543,27.6636708443,122345060,0.0,1.0
AAPL,2017-01-03 00:00:00+00:00,116.15,116.33,114.76,115.8,28781865,27.5450953156,27.5877825059,27.2154553458,27.4620924455,115127460,0.0,1.0
AAPL,2017-01-04 00:00:00+00:00,116.02,116.51,115.75,115.85,21118116,27.5142656782,27.6304696963,27.4502348927,27.4739499984,84472464,0.0,1.0
AAPL,2017-01-05 00:00:00+00:00,116.61,116.8642,115.81,115.92,22193587,27.654184802,27.7144686008,27.4644639561,27.4905505724,88774348,0.0,1.0
AAPL,2017-01-06 00:00:00+00:00,117.91,118.16,116.47,116.78,31751900,27.9624811766,28.021768941,27.620983654,27.6945004818,127007600,0.0,1.0
AAPL,2017-01-09 00:00:00+00:00,118.99,119.43,117.94,117.95,33561948,28.2186043186,28.3229507838,27.9695957083,27.9719672189,134247792,0.0,1.0
AAPL,2017-01-10 00:00:00+00:00,119.11,119.38,118.3,118.77,24462051,28.2470624455,28.311093231,28.054970089,28.166431086,97848204,0.0,1.0
AAPL,2017-01-11 00:00:00+00:00,119.75,119.93,118.6,118.74,27588593,28.3988391222,28.4415263125,28.1261154062,28.1593165543,110354372,0.0,1.0
AAPL,2017-01-12 00:00:00+00:00,119.25,119.3,118.21,118.895,27086220,28.2802635935,28.2921211464,28.0336264938,28.1960749681,108344880,0.0,1.0
AAPL,2017-01-13 00:00:00+00:00,119.04,119.62,118.81,119.11,26111948,28.2304618715,28.3680094848,28.1759171283,28.2470624455,104447792,0.0,1.0
AAPL,2017-01-17 00:00:00+00:00,120.0,120.24,118.22,118.34,34439843,28.4581268866,28.5150431403,28.0359980044,28.0644561313,137759372,0.0,1.0
AAPL,2017-01-18 00:00:00+00:00,119.99,120.5,119.71,120.0,23712961,28.455755376,28.5767024153,28.3893530799,28.4581268866,94851844,0.0,1.0
AAPL,2017-01-19 00:00:00+00:00,119.78,120.09,119.37,119.4,25597291,28.4059536539,28.4794704817,28.3087217204,28.3158362521,102389164,0.0,1.0
AAPL,2017-01-20 00:00:00+00:00,120.0,120.45,119.7346,120.45,32597892,28.4581268866,28.5648448624,28.3951869959,28.5648448624,130391568,0.0,1.0
AAPL,2017-01-23 00:00:00+00:00,120.08,120.81,119.77,120.0,22050218,28.4770989712,28.650219243,28.4035821434,28.4581268866,88200872,0.0,1.0
AAPL,2017-01-24 00:00:00+00:00,119.97,120.1,119.5,119.55,23211038,28.4510123548,28.4818419923,28.3395513579,28.3514089107,92844152,0.0,1.0
